Entity,Code,Day,Weekly deaths
Brazil,BRA,2020-07-18,7504
Brazil,BRA,2020-07-19,7453
Brazil,BRA,2020-07-20,7303
Brazil,BRA,2020-07-21,7388
Brazil,BRA,2020-07-22,7287
Brazil,BRA,2020-07-23,7354
Brazil,BRA,2020-07-24,7405
Brazil,BRA,2020-07-25,7394
Brazil,BRA,2020-07-26,7387
Brazil,BRA,2020-07-27,7677
Brazil,BRA,2020-07-28,7516
Brazil,BRA,2020-07-29,7498
Brazil,BRA,2020-07-30,7052
Brazil,BRA,2020-07-31,7363
Brazil,BRA,2020-08-01,7181
Brazil,BRA,2020-08-02,7237
Brazil,BRA,2020-08-03,7114
Brazil,BRA,2020-08-04,7100
Brazil,BRA,2020-08-05,7047
Brazil,BRA,2020-08-06,7280
Brazil,BRA,2020-08-07,7122
Brazil,BRA,2020-08-08,7230
Brazil,BRA,2020-08-09,7097
Brazil,BRA,2020-08-10,6914
Brazil,BRA,2020-08-11,6945
Brazil,BRA,2020-08-12,7087
Brazil,BRA,2020-08-13,7207
Brazil,BRA,2020-08-14,6945
Brazil,BRA,2020-08-15,6970
Brazil,BRA,2020-08-16,6951
Brazil,BRA,2020-08-17,6755
Brazil,BRA,2020-08-18,6803
Brazil,BRA,2020-08-19,6784
Brazil,BRA,2020-08-20,6862
Brazil,BRA,2020-08-21,6899
Brazil,BRA,2020-08-22,6841
Brazil,BRA,2020-08-23,6835
Brazil,BRA,2020-08-24,7018
Brazil,BRA,2020-08-25,6892
Brazil,BRA,2020-08-26,6773
Brazil,BRA,2020-08-27,6692
Brazil,BRA,2020-08-28,6565
Brazil,BRA,2020-08-29,6345
Brazil,BRA,2020-08-30,6146
Brazil,BRA,2020-08-31,6212
Brazil,BRA,2020-09-01,6084
Brazil,BRA,2020-09-02,6072
Brazil,BRA,2020-09-03,6016
Brazil,BRA,2020-09-04,6115
Brazil,BRA,2020-09-05,5965
Brazil,BRA,2020-09-06,6017
Brazil,BRA,2020-09-07,5741
Brazil,BRA,2020-09-08,5822
Brazil,BRA,2020-09-09,5579
Brazil,BRA,2020-09-10,4868
Brazil,BRA,2020-09-11,4759
Brazil,BRA,2020-09-12,4908
Brazil,BRA,2020-09-13,4875
Brazil,BRA,2020-09-14,5007
Brazil,BRA,2020-09-15,4975
Brazil,BRA,2020-09-16,5046
Brazil,BRA,2020-09-17,5655
Brazil,BRA,2020-09-18,5567
Brazil,BRA,2020-09-19,5413
Brazil,BRA,2020-09-20,5397
Brazil,BRA,2020-09-21,5322
Brazil,BRA,2020-09-22,5270
Brazil,BRA,2020-09-23,5266
Brazil,BRA,2020-09-24,4989
Brazil,BRA,2020-09-25,4871
Brazil,BRA,2020-09-26,4873
Brazil,BRA,2020-09-27,4744
Brazil,BRA,2020-09-28,4874
Brazil,BRA,2020-09-29,4846
Brazil,BRA,2020-09-30,4786
Brazil,BRA,2020-10-01,4813
Brazil,BRA,2020-10-02,4975
Brazil,BRA,2020-10-03,4872
Brazil,BRA,2020-10-04,4851
Brazil,BRA,2020-10-05,4581
Brazil,BRA,2020-10-06,4611
Brazil,BRA,2020-10-07,4617
Brazil,BRA,2020-10-08,4573
Brazil,BRA,2020-10-09,4276
Brazil,BRA,2020-10-10,4277
Brazil,BRA,2020-10-11,4251
Brazil,BRA,2020-10-12,4211
Brazil,BRA,2020-10-13,4136
Brazil,BRA,2020-10-14,4014
Brazil,BRA,2020-10-15,3504
Brazil,BRA,2020-10-16,3519
Brazil,BRA,2020-10-17,3503
Brazil,BRA,2020-10-18,3575
Brazil,BRA,2020-10-19,3477
Brazil,BRA,2020-10-20,3417
Brazil,BRA,2020-10-21,3487
Brazil,BRA,2020-10-22,3839
Brazil,BRA,2020-10-23,3656
Brazil,BRA,2020-10-24,3440
Brazil,BRA,2020-10-25,3257
Brazil,BRA,2020-10-26,3228
Brazil,BRA,2020-10-27,3229
Brazil,BRA,2020-10-28,3221
Brazil,BRA,2020-10-29,3109
Brazil,BRA,2020-10-30,3053
Brazil,BRA,2020-10-31,3069
Brazil,BRA,2020-11-01,3006
Brazil,BRA,2020-11-02,2981
Brazil,BRA,2020-11-03,2940
Brazil,BRA,2020-11-04,2856
Brazil,BRA,2020-11-05,2550
Brazil,BRA,2020-11-06,2650
Brazil,BRA,2020-11-07,2767
Brazil,BRA,2020-11-08,2538
Brazil,BRA,2020-11-09,2385
Brazil,BRA,2020-11-10,2323
Brazil,BRA,2020-11-11,2375
Brazil,BRA,2020-11-12,2333
Brazil,BRA,2020-11-13,2267
Brazil,BRA,2020-11-14,2545
Brazil,BRA,2020-11-15,2722
Brazil,BRA,2020-11-16,3389
Brazil,BRA,2020-11-17,3401
Brazil,BRA,2020-11-18,3386
Brazil,BRA,2020-11-19,3870
Brazil,BRA,2020-11-20,4082
Brazil,BRA,2020-11-21,3780
Brazil,BRA,2020-11-22,3876
Brazil,BRA,2020-11-23,3331
Brazil,BRA,2020-11-24,3385
Brazil,BRA,2020-11-25,3471
Brazil,BRA,2020-11-26,3416
Brazil,BRA,2020-11-27,3314
Brazil,BRA,2020-11-28,3399
Brazil,BRA,2020-11-29,3361
Brazil,BRA,2020-11-30,3572
Brazil,BRA,2020-12-01,3650
Brazil,BRA,2020-12-02,3635
Brazil,BRA,2020-12-03,3702
Brazil,BRA,2020-12-04,3746
Brazil,BRA,2020-12-05,3810
Brazil,BRA,2020-12-06,3990
Brazil,BRA,2020-12-07,4067
Brazil,BRA,2020-12-08,4108
Brazil,BRA,2020-12-09,4197
Brazil,BRA,2020-12-10,4342
Brazil,BRA,2020-12-11,4480
Brazil,BRA,2020-12-12,4495
Brazil,BRA,2020-12-13,4473
Brazil,BRA,2020-12-14,4495
Brazil,BRA,2020-12-15,4461
Brazil,BRA,2020-12-16,4518
Brazil,BRA,2020-12-17,4640
Brazil,BRA,2020-12-18,4740
Brazil,BRA,2020-12-19,5062
Brazil,BRA,2020-12-20,5213
Brazil,BRA,2020-12-21,5233
Brazil,BRA,2020-12-22,5362
Brazil,BRA,2020-12-23,5456
Brazil,BRA,2020-12-24,5460
Brazil,BRA,2020-12-25,5485
Brazil,BRA,2020-12-26,5179
Brazil,BRA,2020-12-27,4838
Brazil,BRA,2020-12-28,4439
Brazil,BRA,2020-12-29,4375
Brazil,BRA,2020-12-30,4279
Brazil,BRA,2020-12-31,4422
Brazil,BRA,2021-01-01,4655
Brazil,BRA,2021-01-02,4943
Brazil,BRA,2021-01-03,4923
Brazil,BRA,2021-01-04,4930
Brazil,BRA,2021-01-05,4879
Brazil,BRA,2021-01-06,4991
Brazil,BRA,2021-01-07,5051
Brazil,BRA,2021-01-08,5099
Brazil,BRA,2021-01-09,5549
Brazil,BRA,2021-01-10,6049
Brazil,BRA,2021-01-11,6906
Brazil,BRA,2021-01-12,7082
Brazil,BRA,2021-01-13,7019
Brazil,BRA,2021-01-14,6958
Brazil,BRA,2021-01-15,6990
Brazil,BRA,2021-01-16,6597
Brazil,BRA,2021-01-17,6786
Brazil,BRA,2021-01-18,6665
Brazil,BRA,2021-01-19,6747
Brazil,BRA,2021-01-20,6719
Brazil,BRA,2021-01-21,6801
Brazil,BRA,2021-01-22,6867
Brazil,BRA,2021-01-23,7052
Brazil,BRA,2021-01-24,6997
Brazil,BRA,2021-01-25,7149
Brazil,BRA,2021-01-26,7190
Brazil,BRA,2021-01-27,7365
Brazil,BRA,2021-01-28,7387
Brazil,BRA,2021-01-29,7330
Brazil,BRA,2021-01-30,7400
Brazil,BRA,2021-01-31,7423
Brazil,BRA,2021-02-01,7500
Brazil,BRA,2021-02-02,7467
Brazil,BRA,2021-02-03,7435
Brazil,BRA,2021-02-04,7431
Brazil,BRA,2021-02-05,7402
Brazil,BRA,2021-02-06,7248
Brazil,BRA,2021-02-07,7368
Brazil,BRA,2021-02-08,7067
Brazil,BRA,2021-02-09,7030
Brazil,BRA,2021-02-10,7071
Brazil,BRA,2021-02-11,7211
Brazil,BRA,2021-02-12,7287
Brazil,BRA,2021-02-13,7406
Brazil,BRA,2021-02-14,7455
Brazil,BRA,2021-02-15,7520
Brazil,BRA,2021-02-16,7711
Brazil,BRA,2021-02-17,7603
Brazil,BRA,2021-02-18,7420
Brazil,BRA,2021-02-19,7240
Brazil,BRA,2021-02-20,7256
Brazil,BRA,2021-02-21,7276
Brazil,BRA,2021-02-22,7445
Brazil,BRA,2021-02-23,7259
Brazil,BRA,2021-02-24,7370
Brazil,BRA,2021-02-25,7589
Brazil,BRA,2021-02-26,7867
Brazil,BRA,2021-02-27,8041
Brazil,BRA,2021-02-28,8070
Brazil,BRA,2021-03-01,8244
Brazil,BRA,2021-03-02,8438
Brazil,BRA,2021-03-03,8577
Brazil,BRA,2021-03-04,8832
Brazil,BRA,2021-03-05,9314
Brazil,BRA,2021-03-06,9472
Brazil,BRA,2021-03-07,9935
Brazil,BRA,2021-03-08,10104
Brazil,BRA,2021-03-09,10469
Brazil,BRA,2021-03-10,10678
Brazil,BRA,2021-03-11,11009
Brazil,BRA,2021-03-12,11385
Brazil,BRA,2021-03-13,11919
Brazil,BRA,2021-03-14,12335
Brazil,BRA,2021-03-15,12777
Brazil,BRA,2021-03-16,12818
Brazil,BRA,2021-03-17,12888
Brazil,BRA,2021-03-18,13757
Brazil,BRA,2021-03-19,14119
Brazil,BRA,2021-03-20,14610
Brazil,BRA,2021-03-21,15209
Brazil,BRA,2021-03-22,15650
Brazil,BRA,2021-03-23,15813
Brazil,BRA,2021-03-24,16139
Brazil,BRA,2021-03-25,16549
Brazil,BRA,2021-03-26,15910
Brazil,BRA,2021-03-27,15963
Brazil,BRA,2021-03-28,16798
Brazil,BRA,2021-03-29,17798
Brazil,BRA,2021-03-30,18164
Brazil,BRA,2021-03-31,18441
Brazil,BRA,2021-04-01,18970
Brazil,BRA,2021-04-02,20830
Brazil,BRA,2021-04-03,21822
Brazil,BRA,2021-04-04,21094
Brazil,BRA,2021-04-05,19643
Brazil,BRA,2021-04-06,19227
Brazil,BRA,2021-04-07,18886
Brazil,BRA,2021-04-08,19301
Brazil,BRA,2021-04-09,19261
Brazil,BRA,2021-04-10,19741
Brazil,BRA,2021-04-11,20512
Brazil,BRA,2021-04-12,21141
Brazil,BRA,2021-04-13,21704
Brazil,BRA,2021-04-14,21865
Brazil,BRA,2021-04-15,21478
Brazil,BRA,2021-04-16,21108
Brazil,BRA,2021-04-17,20419
Brazil,BRA,2021-04-18,20031
Brazil,BRA,2021-04-19,20344
Brazil,BRA,2021-04-20,20198
Brazil,BRA,2021-04-21,20065
Brazil,BRA,2021-04-22,19578
Brazil,BRA,2021-04-23,19591
Brazil,BRA,2021-04-24,18058
Brazil,BRA,2021-04-25,17667
Brazil,BRA,2021-04-26,17814
Brazil,BRA,2021-04-27,17462
Brazil,BRA,2021-04-28,17254
Brazil,BRA,2021-04-29,17019
Brazil,BRA,2021-04-30,16710
Brazil,BRA,2021-05-01,17684
Brazil,BRA,2021-05-02,17365
Brazil,BRA,2021-05-03,16945
Brazil,BRA,2021-05-04,16842
Brazil,BRA,2021-05-05,16686
Brazil,BRA,2021-05-06,16566
Brazil,BRA,2021-05-07,16214
Brazil,BRA,2021-05-08,15763
Brazil,BRA,2021-05-09,15333
Brazil,BRA,2021-05-10,14879
Brazil,BRA,2021-05-11,14701
Brazil,BRA,2021-05-12,14607
Brazil,BRA,2021-05-13,13952
Brazil,BRA,2021-05-14,13635
Brazil,BRA,2021-05-15,13468
Brazil,BRA,2021-05-16,13514
Brazil,BRA,2021-05-17,13399
Brazil,BRA,2021-05-18,13411
Brazil,BRA,2021-05-19,13308
Brazil,BRA,2021-05-20,13510
Brazil,BRA,2021-05-21,13657
Brazil,BRA,2021-05-22,13677
Brazil,BRA,2021-05-23,13681
Brazil,BRA,2021-05-24,13493
Brazil,BRA,2021-05-25,13317
Brazil,BRA,2021-05-26,13321
Brazil,BRA,2021-05-27,12981
Brazil,BRA,2021-05-28,12738
Brazil,BRA,2021-05-29,12580
Brazil,BRA,2021-05-30,12736
Brazil,BRA,2021-05-31,12849
Brazil,BRA,2021-06-01,12863
Brazil,BRA,2021-06-02,12933
Brazil,BRA,2021-06-03,13168
Brazil,BRA,2021-06-04,13277
Brazil,BRA,2021-06-05,12714
Brazil,BRA,2021-06-06,11797
Brazil,BRA,2021-06-07,11474
Brazil,BRA,2021-06-08,11473
Brazil,BRA,2021-06-09,11623
Brazil,BRA,2021-06-10,11593
Brazil,BRA,2021-06-11,11809
Brazil,BRA,2021-06-12,12631
Brazil,BRA,2021-06-13,13393
Brazil,BRA,2021-06-14,13741
Brazil,BRA,2021-06-15,13997
Brazil,BRA,2021-06-16,13814
Brazil,BRA,2021-06-17,13904
Brazil,BRA,2021-06-18,14178
Brazil,BRA,2021-06-19,13985
Brazil,BRA,2021-06-20,14264
Brazil,BRA,2021-06-21,14528
Brazil,BRA,2021-06-22,14424
Brazil,BRA,2021-06-23,14358
Brazil,BRA,2021-06-24,14021
Brazil,BRA,2021-06-25,13416
Brazil,BRA,2021-06-26,13137
Brazil,BRA,2021-06-27,12643
Brazil,BRA,2021-06-28,11935
Brazil,BRA,2021-06-29,11649
Brazil,BRA,2021-06-30,11506
Brazil,BRA,2021-07-01,11268
Brazil,BRA,2021-07-02,10957
Brazil,BRA,2021-07-03,10954
Brazil,BRA,2021-07-04,10810
Brazil,BRA,2021-07-05,10852
Brazil,BRA,2021-07-06,10943
Brazil,BRA,2021-07-07,11020
Brazil,BRA,2021-07-08,10907
Brazil,BRA,2021-07-09,10474
Brazil,BRA,2021-07-10,10084
Brazil,BRA,2021-07-11,9736
Brazil,BRA,2021-07-12,9306
Brazil,BRA,2021-07-13,9071
Brazil,BRA,2021-07-14,9121
Brazil,BRA,2021-07-15,8946
Brazil,BRA,2021-07-16,8854
Brazil,BRA,2021-07-17,8763
Brazil,BRA,2021-07-18,8710
Brazil,BRA,2021-07-19,8373
Brazil,BRA,2021-07-20,8726
Brazil,BRA,2021-07-21,8523
Brazil,BRA,2021-07-22,8342
Brazil,BRA,2021-07-23,8210
Brazil,BRA,2021-07-24,8074
Brazil,BRA,2021-07-25,7942
Brazil,BRA,2021-07-26,8182
Brazil,BRA,2021-07-27,7710
Brazil,BRA,2021-07-28,7746
Brazil,BRA,2021-07-29,7655
Brazil,BRA,2021-07-30,7575
Brazil,BRA,2021-07-31,7481
Brazil,BRA,2021-08-01,7120
Brazil,BRA,2021-08-02,6922
Brazil,BRA,2021-08-03,6910
Brazil,BRA,2021-08-04,6721
Brazil,BRA,2021-08-05,6597
Brazil,BRA,2021-08-06,6428
Brazil,BRA,2021-08-07,6209
Brazil,BRA,2021-08-08,6302
Brazil,BRA,2021-08-09,6382
Brazil,BRA,2021-08-10,6317
Brazil,BRA,2021-08-11,6339
Brazil,BRA,2021-08-12,6341
Brazil,BRA,2021-08-13,6141
Brazil,BRA,2021-08-14,6190
Brazil,BRA,2021-08-15,6100
Brazil,BRA,2021-08-16,6036
Brazil,BRA,2021-08-17,5907
Brazil,BRA,2021-08-18,5930
Brazil,BRA,2021-08-19,5825
Brazil,BRA,2021-08-20,5914
Brazil,BRA,2021-08-21,5745
Brazil,BRA,2021-08-22,5649
Brazil,BRA,2021-08-23,5421
Brazil,BRA,2021-08-24,5469
Brazil,BRA,2021-08-25,5356
Brazil,BRA,2021-08-26,5144
Brazil,BRA,2021-08-27,4983
Brazil,BRA,2021-08-28,4924
Brazil,BRA,2021-08-29,4815
Brazil,BRA,2021-08-30,4801
Brazil,BRA,2021-08-31,4781
Brazil,BRA,2021-09-01,4726
Brazil,BRA,2021-09-02,4671
Brazil,BRA,2021-09-03,4505
Brazil,BRA,2021-09-04,4349
Brazil,BRA,2021-09-05,4344
Brazil,BRA,2021-09-06,4352
Brazil,BRA,2021-09-07,4320
Brazil,BRA,2021-09-08,4236
Brazil,BRA,2021-09-09,3758
Brazil,BRA,2021-09-10,3271
Brazil,BRA,2021-09-11,3260
Brazil,BRA,2021-09-12,3176
Brazil,BRA,2021-09-13,3196
Brazil,BRA,2021-09-14,3223
Brazil,BRA,2021-09-15,3256
Brazil,BRA,2021-09-16,3626
Brazil,BRA,2021-09-17,4176
Brazil,BRA,2021-09-18,4066
Brazil,BRA,2021-09-19,3727
Brazil,BRA,2021-09-20,3950
Brazil,BRA,2021-09-21,3901
Brazil,BRA,2021-09-22,3889
Brazil,BRA,2021-09-23,3643
Brazil,BRA,2021-09-24,3719
Brazil,BRA,2021-09-25,3724
Brazil,BRA,2021-09-26,4090
Brazil,BRA,2021-09-27,3692
Brazil,BRA,2021-09-28,3691
Brazil,BRA,2021-09-29,3698
Brazil,BRA,2021-09-30,4006
Brazil,BRA,2021-10-01,3806
Brazil,BRA,2021-10-02,3785
Brazil,BRA,2021-10-03,3562
Brazil,BRA,2021-10-04,3523
Brazil,BRA,2021-10-05,3505
Brazil,BRA,2021-10-06,3499
Brazil,BRA,2021-10-07,3383
Brazil,BRA,2021-10-08,3237
Brazil,BRA,2021-10-09,3061
Brazil,BRA,2021-10-10,3200
Brazil,BRA,2021-10-11,3106
Brazil,BRA,2021-10-12,3063
Brazil,BRA,2021-10-13,3061
Brazil,BRA,2021-10-14,2569
Brazil,BRA,2021-10-15,2215
Brazil,BRA,2021-10-16,2289
Brazil,BRA,2021-10-17,2244
Brazil,BRA,2021-10-18,2323
Brazil,BRA,2021-10-19,2271
Brazil,BRA,2021-10-20,2252
Brazil,BRA,2021-10-21,2457
Brazil,BRA,2021-10-22,2654
Brazil,BRA,2021-10-23,2580
Brazil,BRA,2021-10-24,2470
Brazil,BRA,2021-10-25,2305
Brazil,BRA,2021-10-26,2362
Brazil,BRA,2021-10-27,2339
Brazil,BRA,2021-10-28,2391
Brazil,BRA,2021-10-29,2451
Brazil,BRA,2021-10-30,2389
Brazil,BRA,2021-10-31,2323
Brazil,BRA,2021-11-01,2237
Brazil,BRA,2021-11-02,2180
Brazil,BRA,2021-11-03,2118
Brazil,BRA,2021-11-04,1825
Brazil,BRA,2021-11-05,1556
Brazil,BRA,2021-11-06,1603
Brazil,BRA,2021-11-07,1598
Brazil,BRA,2021-11-08,1694
Brazil,BRA,2021-11-09,1623
Brazil,BRA,2021-11-10,1651
Brazil,BRA,2021-11-11,1685
Brazil,BRA,2021-11-12,1801
Brazil,BRA,2021-11-13,1553
Brazil,BRA,2021-11-14,1431
Brazil,BRA,2021-11-15,1834
Brazil,BRA,2021-11-16,1836
Brazil,BRA,2021-11-17,1773
Brazil,BRA,2021-11-18,1722
Brazil,BRA,2021-11-19,1815
Brazil,BRA,2021-11-20,1920
Brazil,BRA,2021-11-21,1879
Brazil,BRA,2021-11-22,1365
Brazil,BRA,2021-11-23,1376
Brazil,BRA,2021-11-24,1436
Brazil,BRA,2021-11-25,1588
Brazil,BRA,2021-11-26,1488
Brazil,BRA,2021-11-27,1498
Brazil,BRA,2021-11-28,1587
Brazil,BRA,2021-11-29,1599
Brazil,BRA,2021-11-30,1619
Brazil,BRA,2021-12-01,1594
Brazil,BRA,2021-12-02,1615
Brazil,BRA,2021-12-03,1625
Brazil,BRA,2021-12-04,1537
Brazil,BRA,2021-12-05,1443
Brazil,BRA,2021-12-06,1384
Brazil,BRA,2021-12-07,1358
Brazil,BRA,2021-12-08,1368
Brazil,BRA,2021-12-09,1337
Brazil,BRA,2021-12-10,1287
Brazil,BRA,2021-12-11,1278
Brazil,BRA,2021-12-12,1291
Brazil,BRA,2021-12-13,1174
Brazil,BRA,2021-12-14,1194
Brazil,BRA,2021-12-15,1134
Brazil,BRA,2021-12-16,952
Brazil,BRA,2021-12-17,1020
Brazil,BRA,2021-12-18,938
Brazil,BRA,2021-12-19,910
Brazil,BRA,2021-12-20,1010
Brazil,BRA,2021-12-21,973
Brazil,BRA,2021-12-22,995
Brazil,BRA,2021-12-23,978
Brazil,BRA,2021-12-24,820
Brazil,BRA,2021-12-25,833
Brazil,BRA,2021-12-26,791
Brazil,BRA,2021-12-27,638
Brazil,BRA,2021-12-28,645
Brazil,BRA,2021-12-29,661
Brazil,BRA,2021-12-30,757
Brazil,BRA,2021-12-31,726
Brazil,BRA,2022-01-01,756
Brazil,BRA,2022-01-02,664
Brazil,BRA,2022-01-03,713
Brazil,BRA,2022-01-04,685
Brazil,BRA,2022-01-05,675
Brazil,BRA,2022-01-06,679
Brazil,BRA,2022-01-07,696
Brazil,BRA,2022-01-08,657
Brazil,BRA,2022-01-09,766
Brazil,BRA,2022-01-10,832
Brazil,BRA,2022-01-11,848
Brazil,BRA,2022-01-12,882
Brazil,BRA,2022-01-13,854
Brazil,BRA,2022-01-14,858
Brazil,BRA,2022-01-15,904
Brazil,BRA,2022-01-16,974
Brazil,BRA,2022-01-17,1034
Brazil,BRA,2022-01-18,1064
