Entity,Code,Day,Weekly deaths
United Kingdom,GBR,2023-10-14,386
United Kingdom,GBR,2023-10-15,364
United Kingdom,GBR,2023-10-16,353
United Kingdom,GBR,2023-10-17,352
United Kingdom,GBR,2023-10-18,345
United Kingdom,GBR,2023-10-19,350
United Kingdom,GBR,2023-10-20,346
United Kingdom,GBR,2023-10-21,362
United Kingdom,GBR,2023-10-22,388
United Kingdom,GBR,2023-10-23,338
United Kingdom,GBR,2023-10-24,285
United Kingdom,GBR,2023-10-25,241
United Kingdom,GBR,2023-10-26,183
United Kingdom,GBR,2023-10-27,124
United Kingdom,GBR,2023-10-28,60
United Kingdom,GBR,2023-10-29,0
United Kingdom,GBR,2023-10-30,0
United Kingdom,GBR,2023-10-31,0
United Kingdom,GBR,2023-11-01,0
United Kingdom,GBR,2023-11-02,0
United Kingdom,GBR,2023-11-03,0
United Kingdom,GBR,2023-11-04,0
United Kingdom,GBR,2023-11-05,0
United Kingdom,GBR,2023-11-06,0
United Kingdom,GBR,2023-11-07,0
United Kingdom,GBR,2023-11-08,0
United Kingdom,GBR,2023-11-09,0
United Kingdom,GBR,2023-11-10,0
United Kingdom,GBR,2023-11-11,0
United Kingdom,GBR,2023-11-12,0
United Kingdom,GBR,2023-11-13,0
United Kingdom,GBR,2023-11-14,0
United Kingdom,GBR,2023-11-15,0
United Kingdom,GBR,2023-11-16,0
United Kingdom,GBR,2023-11-17,0
United Kingdom,GBR,2023-11-18,0
United Kingdom,GBR,2023-11-19,0
United Kingdom,GBR,2023-11-20,0
United Kingdom,GBR,2023-11-21,0
United Kingdom,GBR,2023-11-22,0
United Kingdom,GBR,2023-11-23,0
United Kingdom,GBR,2023-11-24,0
United Kingdom,GBR,2023-11-25,0
United Kingdom,GBR,2023-11-26,0
United Kingdom,GBR,2023-11-27,0
United Kingdom,GBR,2023-11-28,0
United Kingdom,GBR,2023-11-29,0
United Kingdom,GBR,2023-11-30,0
United Kingdom,GBR,2023-12-01,0
United Kingdom,GBR,2023-12-02,0
United Kingdom,GBR,2023-12-03,0
United Kingdom,GBR,2023-12-04,0
United Kingdom,GBR,2023-12-05,0
United Kingdom,GBR,2023-12-06,0
United Kingdom,GBR,2023-12-07,0
United Kingdom,GBR,2023-12-08,0
United Kingdom,GBR,2023-12-09,0
United Kingdom,GBR,2023-12-10,0
United Kingdom,GBR,2023-12-11,0
United Kingdom,GBR,2023-12-12,0
United Kingdom,GBR,2023-12-13,0
United Kingdom,GBR,2023-12-14,0
United Kingdom,GBR,2023-12-15,0
United Kingdom,GBR,2023-12-16,0
United Kingdom,GBR,2023-12-17,0
United Kingdom,GBR,2023-12-18,0
United Kingdom,GBR,2023-12-19,0
United Kingdom,GBR,2023-12-20,0
United Kingdom,GBR,2023-12-21,0
United Kingdom,GBR,2023-12-22,0
United Kingdom,GBR,2023-12-23,0
United Kingdom,GBR,2023-12-24,0
United Kingdom,GBR,2023-12-25,0
United Kingdom,GBR,2023-12-26,0
United Kingdom,GBR,2023-12-27,0
United Kingdom,GBR,2023-12-28,0
United Kingdom,GBR,2023-12-29,0
United Kingdom,GBR,2023-12-30,0
United Kingdom,GBR,2023-12-31,0
United Kingdom,GBR,2024-01-01,0
United Kingdom,GBR,2024-01-02,0
United Kingdom,GBR,2024-01-03,0
United Kingdom,GBR,2024-01-04,0
United Kingdom,GBR,2024-01-05,0
United Kingdom,GBR,2024-01-06,0
United Kingdom,GBR,2024-01-07,0
United Kingdom,GBR,2024-01-08,0
United Kingdom,GBR,2024-01-09,0
United Kingdom,GBR,2024-01-10,0
United Kingdom,GBR,2024-01-11,0
United Kingdom,GBR,2024-01-12,0
United Kingdom,GBR,2024-01-13,0
United Kingdom,GBR,2024-01-14,0
United Kingdom,GBR,2024-01-15,0
United Kingdom,GBR,2024-01-16,0
United Kingdom,GBR,2024-01-17,0
United Kingdom,GBR,2024-01-18,0
United Kingdom,GBR,2024-01-19,0
United Kingdom,GBR,2024-01-20,0
United Kingdom,GBR,2024-01-21,0
United Kingdom,GBR,2024-01-22,0
United Kingdom,GBR,2024-01-23,0
United Kingdom,GBR,2024-01-24,0
United Kingdom,GBR,2024-01-25,0
United Kingdom,GBR,2024-01-26,0
United Kingdom,GBR,2024-01-27,0
United Kingdom,GBR,2024-01-28,0
United Kingdom,GBR,2024-01-29,0
United Kingdom,GBR,2024-01-30,0
United Kingdom,GBR,2024-01-31,0
United Kingdom,GBR,2024-02-01,0
United Kingdom,GBR,2024-02-02,0
United Kingdom,GBR,2024-02-03,0
United Kingdom,GBR,2024-02-04,0
United Kingdom,GBR,2024-02-05,0
United Kingdom,GBR,2024-02-06,0
United Kingdom,GBR,2024-02-07,0
United Kingdom,GBR,2024-02-08,0
United Kingdom,GBR,2024-02-09,0
United Kingdom,GBR,2024-02-10,0
United Kingdom,GBR,2024-02-11,0
United Kingdom,GBR,2024-02-12,0
United Kingdom,GBR,2024-02-13,0
United Kingdom,GBR,2024-02-14,0
United Kingdom,GBR,2024-02-15,0
United Kingdom,GBR,2024-02-16,0
United Kingdom,GBR,2024-02-17,0
United Kingdom,GBR,2024-02-18,0
United Kingdom,GBR,2024-02-19,0
United Kingdom,GBR,2024-02-20,0
United Kingdom,GBR,2024-02-21,0
United Kingdom,GBR,2024-02-22,0
United Kingdom,GBR,2024-02-23,0
United Kingdom,GBR,2024-02-24,0
United Kingdom,GBR,2024-02-25,0
United Kingdom,GBR,2024-02-26,0
United Kingdom,GBR,2024-02-27,0
United Kingdom,GBR,2024-02-28,0
United Kingdom,GBR,2024-02-29,0
United Kingdom,GBR,2024-03-01,0
United Kingdom,GBR,2024-03-02,0
United Kingdom,GBR,2024-03-03,0
United Kingdom,GBR,2024-03-04,0
United Kingdom,GBR,2024-03-05,0
United Kingdom,GBR,2024-03-06,0
United Kingdom,GBR,2024-03-07,0
United Kingdom,GBR,2024-03-08,0
United Kingdom,GBR,2024-03-09,0
United Kingdom,GBR,2024-03-10,0
United Kingdom,GBR,2024-03-11,0
United Kingdom,GBR,2024-03-12,0
United Kingdom,GBR,2024-03-13,0
United Kingdom,GBR,2024-03-14,0
United Kingdom,GBR,2024-03-15,0
United Kingdom,GBR,2024-03-16,0
United Kingdom,GBR,2024-03-17,0
United Kingdom,GBR,2024-03-18,0
United Kingdom,GBR,2024-03-19,0
United Kingdom,GBR,2024-03-20,0
United Kingdom,GBR,2024-03-21,0
United Kingdom,GBR,2024-03-22,0
United Kingdom,GBR,2024-03-23,0
United Kingdom,GBR,2024-03-24,0
United Kingdom,GBR,2024-03-25,0
United Kingdom,GBR,2024-03-26,0
United Kingdom,GBR,2024-03-27,0
United Kingdom,GBR,2024-03-28,0
United Kingdom,GBR,2024-03-29,0
United Kingdom,GBR,2024-03-30,0
United Kingdom,GBR,2024-03-31,0
United Kingdom,GBR,2024-04-01,0
United Kingdom,GBR,2024-04-02,0
United Kingdom,GBR,2024-04-03,0
United Kingdom,GBR,2024-04-04,0
United Kingdom,GBR,2024-04-05,0
United Kingdom,GBR,2024-04-06,0
United Kingdom,GBR,2024-04-07,0
United Kingdom,GBR,2024-04-08,0
United Kingdom,GBR,2024-04-09,0
United Kingdom,GBR,2024-04-10,0
United Kingdom,GBR,2024-04-11,0
United Kingdom,GBR,2024-04-12,0
United Kingdom,GBR,2024-04-13,0
United Kingdom,GBR,2024-04-14,0
United Kingdom,GBR,2024-04-15,0
United Kingdom,GBR,2024-04-16,0
United Kingdom,GBR,2024-04-17,0
United Kingdom,GBR,2024-04-18,0
United Kingdom,GBR,2024-04-19,0
United Kingdom,GBR,2024-04-20,0
United Kingdom,GBR,2024-04-21,0
United Kingdom,GBR,2024-04-22,0
United Kingdom,GBR,2024-04-23,0
United Kingdom,GBR,2024-04-24,0
United Kingdom,GBR,2024-04-25,0
United Kingdom,GBR,2024-04-26,0
United Kingdom,GBR,2024-04-27,0
United Kingdom,GBR,2024-04-28,0
United Kingdom,GBR,2024-04-29,0
United Kingdom,GBR,2024-04-30,0
United Kingdom,GBR,2024-05-01,0
United Kingdom,GBR,2024-05-02,0
United Kingdom,GBR,2024-05-03,0
United Kingdom,GBR,2024-05-04,0
United Kingdom,GBR,2024-05-05,0
United Kingdom,GBR,2024-05-06,0
United Kingdom,GBR,2024-05-07,0
United Kingdom,GBR,2024-05-08,0
United Kingdom,GBR,2024-05-09,0
United Kingdom,GBR,2024-05-10,0
United Kingdom,GBR,2024-05-11,0
United Kingdom,GBR,2024-05-12,0
United Kingdom,GBR,2024-05-13,0
United Kingdom,GBR,2024-05-14,0
United Kingdom,GBR,2024-05-15,0
United Kingdom,GBR,2024-05-16,0
United Kingdom,GBR,2024-05-17,0
United Kingdom,GBR,2024-05-18,0
United Kingdom,GBR,2024-05-19,0
United Kingdom,GBR,2024-05-20,0
United Kingdom,GBR,2024-05-21,0
United Kingdom,GBR,2024-05-22,0
United Kingdom,GBR,2024-05-23,0
United Kingdom,GBR,2024-05-24,0
United Kingdom,GBR,2024-05-25,0
United Kingdom,GBR,2024-05-26,0
United Kingdom,GBR,2024-05-27,0
United Kingdom,GBR,2024-05-28,0
United Kingdom,GBR,2024-05-29,0
United Kingdom,GBR,2024-05-30,0
United Kingdom,GBR,2024-05-31,0
United Kingdom,GBR,2024-06-01,0
United Kingdom,GBR,2024-06-02,0
United Kingdom,GBR,2024-06-03,0
United Kingdom,GBR,2024-06-04,0
United Kingdom,GBR,2024-06-05,0
United Kingdom,GBR,2024-06-06,0
United Kingdom,GBR,2024-06-07,0
United Kingdom,GBR,2024-06-08,0
United Kingdom,GBR,2024-06-09,0
United Kingdom,GBR,2024-06-10,0
United Kingdom,GBR,2024-06-11,0
United Kingdom,GBR,2024-06-12,0
United Kingdom,GBR,2024-06-13,0
United Kingdom,GBR,2024-06-14,0
United Kingdom,GBR,2024-06-15,0
United Kingdom,GBR,2024-06-16,0
United Kingdom,GBR,2024-06-17,0
United Kingdom,GBR,2024-06-18,0
United Kingdom,GBR,2024-06-19,0
United Kingdom,GBR,2024-06-20,0
United Kingdom,GBR,2024-06-21,0
United Kingdom,GBR,2024-06-22,0
United Kingdom,GBR,2024-06-23,0
United Kingdom,GBR,2024-06-24,0
United Kingdom,GBR,2024-06-25,0
United Kingdom,GBR,2024-06-26,0
United Kingdom,GBR,2024-06-27,0
United Kingdom,GBR,2024-06-28,0
United Kingdom,GBR,2024-06-29,0
United Kingdom,GBR,2024-06-30,0
United Kingdom,GBR,2024-07-01,0
United Kingdom,GBR,2024-07-02,0
United Kingdom,GBR,2024-07-03,0
United Kingdom,GBR,2024-07-04,0
United Kingdom,GBR,2024-07-05,0
United Kingdom,GBR,2024-07-06,0
United Kingdom,GBR,2024-07-07,0
United Kingdom,GBR,2024-07-08,0
United Kingdom,GBR,2024-07-09,0
United Kingdom,GBR,2024-07-10,0
United Kingdom,GBR,2024-07-11,0
United Kingdom,GBR,2024-07-12,0
United Kingdom,GBR,2024-07-13,0
United Kingdom,GBR,2024-07-14,0
United Kingdom,GBR,2024-07-15,0
United Kingdom,GBR,2024-07-16,0
United Kingdom,GBR,2024-07-17,0
United Kingdom,GBR,2024-07-18,0
United Kingdom,GBR,2024-07-19,0
United Kingdom,GBR,2024-07-20,0
United Kingdom,GBR,2024-07-21,0
United Kingdom,GBR,2024-07-22,0
United Kingdom,GBR,2024-07-23,0
United Kingdom,GBR,2024-07-24,0
United Kingdom,GBR,2024-07-25,0
United Kingdom,GBR,2024-07-26,0
United Kingdom,GBR,2024-07-27,0
United Kingdom,GBR,2024-07-28,0
United Kingdom,GBR,2024-07-29,0
United Kingdom,GBR,2024-07-30,0
United Kingdom,GBR,2024-07-31,0
United Kingdom,GBR,2024-08-01,0
United Kingdom,GBR,2024-08-02,0
United Kingdom,GBR,2024-08-03,0
United Kingdom,GBR,2024-08-04,0
United Kingdom,GBR,2024-08-05,0
United Kingdom,GBR,2024-08-06,0
United Kingdom,GBR,2024-08-07,0
United Kingdom,GBR,2024-08-08,0
United Kingdom,GBR,2024-08-09,0
United Kingdom,GBR,2024-08-10,0
United Kingdom,GBR,2024-08-11,0
United Kingdom,GBR,2024-08-12,0
United Kingdom,GBR,2024-08-13,0
United Kingdom,GBR,2024-08-14,0
United Kingdom,GBR,2024-08-15,0
United Kingdom,GBR,2024-08-16,0
United Kingdom,GBR,2024-08-17,0
United Kingdom,GBR,2024-08-18,0
United Kingdom,GBR,2024-08-19,0
United Kingdom,GBR,2024-08-20,0
United Kingdom,GBR,2024-08-21,0
United Kingdom,GBR,2024-08-22,0
United Kingdom,GBR,2024-08-23,0
United Kingdom,GBR,2024-08-24,0
United Kingdom,GBR,2024-08-25,0
United Kingdom,GBR,2024-08-26,0
United Kingdom,GBR,2024-08-27,0
United Kingdom,GBR,2024-08-28,0
United Kingdom,GBR,2024-08-29,0
United Kingdom,GBR,2024-08-30,0
United Kingdom,GBR,2024-08-31,0
United Kingdom,GBR,2024-09-01,0
United Kingdom,GBR,2024-09-02,0
United Kingdom,GBR,2024-09-03,0
United Kingdom,GBR,2024-09-04,0
United Kingdom,GBR,2024-09-05,0
United Kingdom,GBR,2024-09-06,0
United Kingdom,GBR,2024-09-07,0
United Kingdom,GBR,2024-09-08,0
United Kingdom,GBR,2024-09-09,0
United Kingdom,GBR,2024-09-10,0
United Kingdom,GBR,2024-09-11,0
United Kingdom,GBR,2024-09-12,0
United Kingdom,GBR,2024-09-13,0
United Kingdom,GBR,2024-09-14,0
United Kingdom,GBR,2024-09-15,0
United Kingdom,GBR,2024-09-16,0
United Kingdom,GBR,2024-09-17,0
United Kingdom,GBR,2024-09-18,0
United Kingdom,GBR,2024-09-19,0
United Kingdom,GBR,2024-09-20,0
United Kingdom,GBR,2024-09-21,0
United Kingdom,GBR,2024-09-22,0
United Kingdom,GBR,2024-09-23,0
United Kingdom,GBR,2024-09-24,0
United Kingdom,GBR,2024-09-25,0
United Kingdom,GBR,2024-09-26,0
United Kingdom,GBR,2024-09-27,0
United Kingdom,GBR,2024-09-28,0
United Kingdom,GBR,2024-09-29,0
United Kingdom,GBR,2024-09-30,0
United Kingdom,GBR,2024-10-01,0
United Kingdom,GBR,2024-10-02,0
United Kingdom,GBR,2024-10-03,0
United Kingdom,GBR,2024-10-04,0
United Kingdom,GBR,2024-10-05,0
United Kingdom,GBR,2024-10-06,0
United Kingdom,GBR,2024-10-07,0
United Kingdom,GBR,2024-10-08,0
United Kingdom,GBR,2024-10-09,0
United Kingdom,GBR,2024-10-10,0
United Kingdom,GBR,2024-10-11,0
United Kingdom,GBR,2024-10-12,0
United Kingdom,GBR,2024-10-13,0
United Kingdom,GBR,2024-10-14,0
United Kingdom,GBR,2024-10-15,0
United Kingdom,GBR,2024-10-16,0
United Kingdom,GBR,2024-10-17,0
United Kingdom,GBR,2024-10-18,0
United Kingdom,GBR,2024-10-19,0
United Kingdom,GBR,2024-10-20,0
United Kingdom,GBR,2024-10-21,0
United Kingdom,GBR,2024-10-22,0
United Kingdom,GBR,2024-10-23,0
United Kingdom,GBR,2024-10-24,0
United Kingdom,GBR,2024-10-25,0
United Kingdom,GBR,2024-10-26,0
United Kingdom,GBR,2024-10-27,0
United Kingdom,GBR,2024-10-28,0
United Kingdom,GBR,2024-10-29,0
United Kingdom,GBR,2024-10-30,0
United Kingdom,GBR,2024-10-31,0
United Kingdom,GBR,2024-11-01,0
United Kingdom,GBR,2024-11-02,0
United Kingdom,GBR,2024-11-03,0
United Kingdom,GBR,2024-11-04,0
United Kingdom,GBR,2024-11-05,0
United Kingdom,GBR,2024-11-06,0
United Kingdom,GBR,2024-11-07,0
United Kingdom,GBR,2024-11-08,0
United Kingdom,GBR,2024-11-09,0
United Kingdom,GBR,2024-11-10,0
United Kingdom,GBR,2024-11-11,0
United Kingdom,GBR,2024-11-12,0
United Kingdom,GBR,2024-11-13,0
United Kingdom,GBR,2024-11-14,0
United Kingdom,GBR,2024-11-15,0
United Kingdom,GBR,2024-11-16,0
United Kingdom,GBR,2024-11-17,0
United States,USA,2020-01-09,0
United States,USA,2020-01-10,0
United States,USA,2020-01-11,0
United States,USA,2020-01-12,0
United States,USA,2020-01-13,0
United States,USA,2020-01-14,0
United States,USA,2020-01-15,0
United States,USA,2020-01-16,0
United States,USA,2020-01-17,0
United States,USA,2020-01-18,0
United States,USA,2020-01-19,0
United States,USA,2020-01-20,0
United States,USA,2020-01-21,0
United States,USA,2020-01-22,0
United States,USA,2020-01-23,0
United States,USA,2020-01-24,0
United States,USA,2020-01-25,0
United States,USA,2020-01-26,0
United States,USA,2020-01-27,0
United States,USA,2020-01-28,0
United States,USA,2020-01-29,0
United States,USA,2020-01-30,0
United States,USA,2020-01-31,0
United States,USA,2020-02-01,0
United States,USA,2020-02-02,0
United States,USA,2020-02-03,0
United States,USA,2020-02-04,0
United States,USA,2020-02-05,0
United States,USA,2020-02-06,0
United States,USA,2020-02-07,0
United States,USA,2020-02-08,0
United States,USA,2020-02-09,0
United States,USA,2020-02-10,0
United States,USA,2020-02-11,0
United States,USA,2020-02-12,0
United States,USA,2020-02-13,0
United States,USA,2020-02-14,0
United States,USA,2020-02-15,0
United States,USA,2020-02-16,0
United States,USA,2020-02-17,0
United States,USA,2020-02-18,0
United States,USA,2020-02-19,0
United States,USA,2020-02-20,0
United States,USA,2020-02-21,0
United States,USA,2020-02-22,0
United States,USA,2020-02-23,0
United States,USA,2020-02-24,0
United States,USA,2020-02-25,0
United States,USA,2020-02-26,0
United States,USA,2020-02-27,0
United States,USA,2020-02-28,0
United States,USA,2020-02-29,1
United States,USA,2020-03-01,1
United States,USA,2020-03-02,2
United States,USA,2020-03-03,2
United States,USA,2020-03-04,8
United States,USA,2020-03-05,11
United States,USA,2020-03-06,13
United States,USA,2020-03-07,15
United States,USA,2020-03-08,18
United States,USA,2020-03-09,22
United States,USA,2020-03-10,26
United States,USA,2020-03-11,24
United States,USA,2020-03-12,28
United States,USA,2020-03-13,38
United States,USA,2020-03-14,42
United States,USA,2020-03-15,50
United States,USA,2020-03-16,58
United States,USA,2020-03-17,72
United States,USA,2020-03-18,89
United States,USA,2020-03-19,110
United States,USA,2020-03-20,162
United States,USA,2020-03-21,224
United States,USA,2020-03-22,305
United States,USA,2020-03-23,404
United States,USA,2020-03-24,504
United States,USA,2020-03-25,647
United States,USA,2020-03-26,828
United States,USA,2020-03-27,1065
United States,USA,2020-03-28,1337
United States,USA,2020-03-29,1732
United States,USA,2020-03-30,2176
United States,USA,2020-03-31,2723
United States,USA,2020-04-01,3190
United States,USA,2020-04-02,3963
United States,USA,2020-04-03,4783
United States,USA,2020-04-04,5753
United States,USA,2020-04-05,6642
United States,USA,2020-04-06,7626
United States,USA,2020-04-07,8834
United States,USA,2020-04-08,9894
United States,USA,2020-04-09,11005
United States,USA,2020-04-10,12105
United States,USA,2020-04-11,13024
United States,USA,2020-04-12,13889
United States,USA,2020-04-13,14541
United States,USA,2020-04-14,14525
United States,USA,2020-04-15,14739
United States,USA,2020-04-16,15078
United States,USA,2020-04-17,15588
United States,USA,2020-04-18,15803
United States,USA,2020-04-19,15898
United States,USA,2020-04-20,15554
United States,USA,2020-04-21,15690
United States,USA,2020-04-22,15862
United States,USA,2020-04-23,16103
United States,USA,2020-04-24,15593
United States,USA,2020-04-25,15132
United States,USA,2020-04-26,14899
United States,USA,2020-04-27,14943
United States,USA,2020-04-28,14485
United States,USA,2020-04-29,13897
United States,USA,2020-04-30,13335
United States,USA,2020-05-01,13531
United States,USA,2020-05-02,13785
United States,USA,2020-05-03,13635
United States,USA,2020-05-04,13352
United States,USA,2020-05-05,13229
United States,USA,2020-05-06,13011
United States,USA,2020-05-07,13334
United States,USA,2020-05-08,13258
United States,USA,2020-05-09,13053
United States,USA,2020-05-10,12758
United States,USA,2020-05-11,12640
United States,USA,2020-05-12,12301
United States,USA,2020-05-13,12064
United States,USA,2020-05-14,11163
United States,USA,2020-05-15,10329
United States,USA,2020-05-16,10239
United States,USA,2020-05-17,10130
United States,USA,2020-05-18,9878
United States,USA,2020-05-19,9732
United States,USA,2020-05-20,9644
United States,USA,2020-05-21,9290
United States,USA,2020-05-22,9157
United States,USA,2020-05-23,8297
United States,USA,2020-05-24,8558
United States,USA,2020-05-25,8256
United States,USA,2020-05-26,8117
United States,USA,2020-05-27,7858
United States,USA,2020-05-28,7490
United States,USA,2020-05-29,7401
United States,USA,2020-05-30,7569
United States,USA,2020-05-31,6810
United States,USA,2020-06-01,6779
United States,USA,2020-06-02,6664
United States,USA,2020-06-03,6668
United States,USA,2020-06-04,6791
United States,USA,2020-06-05,6528
United States,USA,2020-06-06,6162
United States,USA,2020-06-07,5987
United States,USA,2020-06-08,5750
United States,USA,2020-06-09,5670
United States,USA,2020-06-10,5755
United States,USA,2020-06-11,5648
United States,USA,2020-06-12,5508
United States,USA,2020-06-13,5511
United States,USA,2020-06-14,5370
United States,USA,2020-06-15,5386
United States,USA,2020-06-16,5282
United States,USA,2020-06-17,5031
United States,USA,2020-06-18,4878
United States,USA,2020-06-19,4680
United States,USA,2020-06-20,4435
United States,USA,2020-06-21,4455
United States,USA,2020-06-22,4346
United States,USA,2020-06-23,4270
United States,USA,2020-06-24,4160
United States,USA,2020-06-25,4232
United States,USA,2020-06-26,4240
United States,USA,2020-06-27,6130
United States,USA,2020-06-28,6081
United States,USA,2020-06-29,6098
United States,USA,2020-06-30,6124
United States,USA,2020-07-01,6170
United States,USA,2020-07-02,6086
United States,USA,2020-07-03,6176
United States,USA,2020-07-04,4347
United States,USA,2020-07-05,4451
United States,USA,2020-07-06,4397
United States,USA,2020-07-07,4418
United States,USA,2020-07-08,4555
United States,USA,2020-07-09,4821
United States,USA,2020-07-10,5118
United States,USA,2020-07-11,5375
United States,USA,2020-07-12,5529
United States,USA,2020-07-13,5879
United States,USA,2020-07-14,6259
United States,USA,2020-07-15,6392
United States,USA,2020-07-16,6378
United States,USA,2020-07-17,6421
United States,USA,2020-07-18,6549
United States,USA,2020-07-19,6666
United States,USA,2020-07-20,6782
United States,USA,2020-07-21,6874
United States,USA,2020-07-22,7010
United States,USA,2020-07-23,7289
United States,USA,2020-07-24,7358
United States,USA,2020-07-25,7523
United States,USA,2020-07-26,7726
United States,USA,2020-07-27,7869
United States,USA,2020-07-28,7888
United States,USA,2020-07-29,7957
United States,USA,2020-07-30,7927
United States,USA,2020-07-31,7915
United States,USA,2020-08-01,8061
United States,USA,2020-08-02,8146
United States,USA,2020-08-03,8162
United States,USA,2020-08-04,8133
United States,USA,2020-08-05,8050
United States,USA,2020-08-06,7959
United States,USA,2020-08-07,8040
United States,USA,2020-08-08,7851
United States,USA,2020-08-09,7799
United States,USA,2020-08-10,7678
United States,USA,2020-08-11,7656
United States,USA,2020-08-12,7598
United States,USA,2020-08-13,7624
United States,USA,2020-08-14,7690
United States,USA,2020-08-15,7674
United States,USA,2020-08-16,7404
United States,USA,2020-08-17,7313
United States,USA,2020-08-18,7302
United States,USA,2020-08-19,7144
United States,USA,2020-08-20,6974
United States,USA,2020-08-21,6912
United States,USA,2020-08-22,6717
United States,USA,2020-08-23,6677
United States,USA,2020-08-24,6731
United States,USA,2020-08-25,6678
United States,USA,2020-08-26,6625
United States,USA,2020-08-27,6577
United States,USA,2020-08-28,6375
United States,USA,2020-08-29,6315
United States,USA,2020-08-30,6343
United States,USA,2020-08-31,6176
United States,USA,2020-09-01,6057
United States,USA,2020-09-02,6026
United States,USA,2020-09-03,6006
United States,USA,2020-09-04,5828
United States,USA,2020-09-05,5836
United States,USA,2020-09-06,5705
United States,USA,2020-09-07,5667
United States,USA,2020-09-08,5635
United States,USA,2020-09-09,5499
United States,USA,2020-09-10,5192
United States,USA,2020-09-11,5134
United States,USA,2020-09-12,5018
United States,USA,2020-09-13,4977
United States,USA,2020-09-14,4838
United States,USA,2020-09-15,4873
United States,USA,2020-09-16,4815
United States,USA,2020-09-17,5063
United States,USA,2020-09-18,5336
United States,USA,2020-09-19,5236
United States,USA,2020-09-20,5176
United States,USA,2020-09-21,5188
United States,USA,2020-09-22,4952
United States,USA,2020-09-23,5130
United States,USA,2020-09-24,4989
United States,USA,2020-09-25,4793
United States,USA,2020-09-26,4801
United States,USA,2020-09-27,4776
United States,USA,2020-09-28,4766
United States,USA,2020-09-29,4784
United States,USA,2020-09-30,4647
United States,USA,2020-10-01,4782
United States,USA,2020-10-02,4565
United States,USA,2020-10-03,4558
United States,USA,2020-10-04,4687
United States,USA,2020-10-05,4588
United States,USA,2020-10-06,4684
United States,USA,2020-10-07,4792
United States,USA,2020-10-08,4632
United States,USA,2020-10-09,4728
United States,USA,2020-10-10,4730
United States,USA,2020-10-11,4615
United States,USA,2020-10-12,4731
United States,USA,2020-10-13,4706
United States,USA,2020-10-14,4695
United States,USA,2020-10-15,4712
United States,USA,2020-10-16,4751
United States,USA,2020-10-17,4713
United States,USA,2020-10-18,4801
United States,USA,2020-10-19,4813
United States,USA,2020-10-20,4973
United States,USA,2020-10-21,5088
United States,USA,2020-10-22,5227
United States,USA,2020-10-23,5465
United States,USA,2020-10-24,5684
United States,USA,2020-10-25,5723
United States,USA,2020-10-26,5866
United States,USA,2020-10-27,5734
United States,USA,2020-10-28,5804
United States,USA,2020-10-29,5909
United States,USA,2020-10-30,5913
United States,USA,2020-10-31,6107
United States,USA,2020-11-01,6096
United States,USA,2020-11-02,6202
United States,USA,2020-11-03,6309
United States,USA,2020-11-04,6365
United States,USA,2020-11-05,6500
United States,USA,2020-11-06,6735
United States,USA,2020-11-07,6852
United States,USA,2020-11-08,7204
United States,USA,2020-11-09,7357
United States,USA,2020-11-10,7531
United States,USA,2020-11-11,7723
United States,USA,2020-11-12,8366
United States,USA,2020-11-13,8586
United States,USA,2020-11-14,8706
United States,USA,2020-11-15,8717
United States,USA,2020-11-16,9094
United States,USA,2020-11-17,9239
United States,USA,2020-11-18,9327
United States,USA,2020-11-19,9244
United States,USA,2020-11-20,9559
United States,USA,2020-11-21,10132
United States,USA,2020-11-22,10820
United States,USA,2020-11-23,11072
United States,USA,2020-11-24,11348
United States,USA,2020-11-25,11743
United States,USA,2020-11-26,12041
United States,USA,2020-11-27,12497
United States,USA,2020-11-28,12251
United States,USA,2020-11-29,11950
United States,USA,2020-11-30,11732
United States,USA,2020-12-01,11710
United States,USA,2020-12-02,11843
United States,USA,2020-12-03,12333
United States,USA,2020-12-04,12800
United States,USA,2020-12-05,13866
United States,USA,2020-12-06,14801
United States,USA,2020-12-07,15671
United States,USA,2020-12-08,15978
United States,USA,2020-12-09,16405
United States,USA,2020-12-10,16587
United States,USA,2020-12-11,17154
United States,USA,2020-12-12,17119
United States,USA,2020-12-13,17714
United States,USA,2020-12-14,17778
United States,USA,2020-12-15,18227
United States,USA,2020-12-16,18209
United States,USA,2020-12-17,18406
United States,USA,2020-12-18,18472
United States,USA,2020-12-19,19105
United States,USA,2020-12-20,18866
United States,USA,2020-12-21,19153
United States,USA,2020-12-22,19206
United States,USA,2020-12-23,19380
United States,USA,2020-12-24,19513
United States,USA,2020-12-25,19362
United States,USA,2020-12-26,19045
United States,USA,2020-12-27,18333
United States,USA,2020-12-28,17256
United States,USA,2020-12-29,17069
United States,USA,2020-12-30,17120
United States,USA,2020-12-31,17580
United States,USA,2021-01-01,18105
United States,USA,2021-01-02,18838
United States,USA,2021-01-03,19650
United States,USA,2021-01-04,20384
United States,USA,2021-01-05,20525
United States,USA,2021-01-06,20374
United States,USA,2021-01-07,20519
United States,USA,2021-01-08,20611
United States,USA,2021-01-09,20835
United States,USA,2021-01-10,21497
United States,USA,2021-01-11,22524
United States,USA,2021-01-12,23035
United States,USA,2021-01-13,23540
United States,USA,2021-01-14,23644
United States,USA,2021-01-15,23855
United States,USA,2021-01-16,23639
United States,USA,2021-01-17,23312
United States,USA,2021-01-18,23450
United States,USA,2021-01-19,23495
